Event,Fabric,Color,Style_Persona,Micro_Climate,Suitability_Score,Match_Status
Traditional Wedding,Cotton,Earth Tone,Bold,Outdoor (Humid),0.82,1
Traditional Wedding,Cotton,Navy Blue,Bold,Outdoor (Humid),0.74,0
Dinner Gala,Georgette,Maroon,Bold,Indoor (AC),0.9,1
Beach Party,Georgette,Emerald Green,Professional,Indoor (AC),0.23,0
Temple Visit,Silk,Maroon,Minimalist,Indoor (AC),0.47,0
Traditional Wedding,Viscose,Emerald Green,Minimalist,Outdoor (Humid),0.18,0
Temple Visit,Cotton,Black,Minimalist,Outdoor (Humid),0.59,0
Corporate Meeting,Cotton,White,Professional,Outdoor (Humid),0.92,1
Pola/Market,Georgette,Maroon,Professional,Indoor (AC),0.18,0
Beach Party,Linen,Earth Tone,Professional,Indoor (AC),0.48,0
Beach Party,Silk,Maroon,Bold,Outdoor (Humid),0.15,0
Beach Party,Linen,Navy Blue,Minimalist,Outdoor (Humid),0.7,0
Traditional Wedding,Cotton,Black,Minimalist,Indoor (AC),0.36,0
Pola/Market,Georgette,White,Professional,Outdoor (Humid),0.35,0
Beach Party,Viscose,Maroon,Professional,Outdoor (Humid),0.25,0
Dinner Gala,Viscose,White,Professional,Indoor (AC),0.24,0
Temple Visit,Viscose,Maroon,Professional,Indoor (AC),0.49,0
Corporate Meeting,Georgette,Maroon,Minimalist,Outdoor (Humid),0.21,0
Beach Party,Cotton,White,Minimalist,Indoor (AC),0.24,0
Temple Visit,Georgette,Black,Minimalist,Indoor (AC),0.13,0
Pola/Market,Silk,Black,Professional,Indoor (AC),0.51,0
Pola/Market,Georgette,White,Minimalist,Indoor (AC),0.33,0
Beach Party,Georgette,Navy Blue,Professional,Outdoor (Humid),0.27,0
Temple Visit,Linen,White,Professional,Indoor (AC),0.13,0
Dinner Gala,Cotton,White,Professional,Outdoor (Humid),0.76,1
Gym/Workout,Linen,Black,Bold,Outdoor (Humid),0.53,0
Corporate Meeting,Polyester,Emerald Green,Bold,Indoor (AC),0.22,0
Gym/Workout,Georgette,Emerald Green,Minimalist,Outdoor (Humid),0.27,0
Traditional Wedding,Linen,Maroon,Professional,Indoor (AC),0.32,0
Pola/Market,Viscose,Emerald Green,Minimalist,Indoor (AC),0.35,0
Temple Visit,Georgette,Navy Blue,Bold,Indoor (AC),0.19,0
Temple Visit,Polyester,Emerald Green,Professional,Outdoor (Humid),0.26,0
Beach Party,Polyester,Navy Blue,Minimalist,Outdoor (Humid),0.37,0
Temple Visit,Georgette,Maroon,Minimalist,Indoor (AC),0.45,0
Beach Party,Polyester,Black,Bold,Outdoor (Humid),0.31,0
Beach Party,Cotton,Earth Tone,Professional,Outdoor (Humid),0.58,0
Temple Visit,Cotton,Emerald Green,Professional,Indoor (AC),0.24,0
Dinner Gala,Georgette,Maroon,Professional,Indoor (AC),0.83,1
Corporate Meeting,Linen,Emerald Green,Professional,Outdoor (Humid),0.87,1
Gym/Workout,Viscose,Earth Tone,Professional,Indoor (AC),0.2,0
Traditional Wedding,Viscose,Navy Blue,Bold,Outdoor (Humid),0.47,0
Beach Party,Georgette,White,Professional,Indoor (AC),0.23,0
Dinner Gala,Silk,Maroon,Bold,Outdoor (Humid),0.89,1
Dinner Gala,Silk,White,Professional,Indoor (AC),1.0,1
Pola/Market,Polyester,Earth Tone,Bold,Outdoor (Humid),0.26,0
Gym/Workout,Linen,Maroon,Bold,Indoor (AC),0.16,0
Pola/Market,Linen,White,Bold,Outdoor (Humid),0.65,0
Pola/Market,Linen,Emerald Green,Bold,Indoor (AC),0.1,0
Pola/Market,Georgette,White,Bold,Indoor (AC),0.4,0
Dinner Gala,Polyester,Navy Blue,Minimalist,Outdoor (Humid),0.31,0
Pola/Market,Viscose,Emerald Green,Bold,Indoor (AC),0.27,0
Traditional Wedding,Silk,Earth Tone,Minimalist,Indoor (AC),0.89,1
Corporate Meeting,Viscose,Earth Tone,Minimalist,Indoor (AC),0.3,0
Corporate Meeting,Viscose,Emerald Green,Bold,Indoor (AC),0.12,0
Temple Visit,Silk,Earth Tone,Professional,Outdoor (Humid),0.13,0
Pola/Market,Polyester,White,Minimalist,Outdoor (Humid),0.3,0
Gym/Workout,Polyester,Black,Minimalist,Outdoor (Humid),0.2,0
Gym/Workout,Cotton,Earth Tone,Bold,Outdoor (Humid),0.57,0
Dinner Gala,Linen,Navy Blue,Professional,Outdoor (Humid),0.8,1
Traditional Wedding,Georgette,Maroon,Professional,Indoor (AC),0.71,0
Temple Visit,Polyester,Earth Tone,Professional,Outdoor (Humid),0.44,0
Dinner Gala,Linen,Maroon,Professional,Indoor (AC),0.33,0
Gym/Workout,Silk,Navy Blue,Bold,Outdoor (Humid),0.36,0
Gym/Workout,Linen,Maroon,Minimalist,Outdoor (Humid),0.75,1
Gym/Workout,Georgette,Emerald Green,Bold,Indoor (AC),0.49,0
Dinner Gala,Linen,Maroon,Minimalist,Outdoor (Humid),0.52,0
Gym/Workout,Cotton,Emerald Green,Professional,Indoor (AC),0.33,0
Pola/Market,Linen,Maroon,Minimalist,Indoor (AC),0.49,0
Pola/Market,Linen,Black,Professional,Outdoor (Humid),0.86,1
Pola/Market,Linen,Emerald Green,Minimalist,Outdoor (Humid),0.61,0
Temple Visit,Linen,Earth Tone,Minimalist,Outdoor (Humid),0.68,0
Beach Party,Polyester,Earth Tone,Minimalist,Indoor (AC),0.2,0
Temple Visit,Silk,Maroon,Professional,Indoor (AC),0.5,0
Temple Visit,Viscose,Emerald Green,Minimalist,Indoor (AC),0.26,0
Traditional Wedding,Silk,Emerald Green,Minimalist,Outdoor (Humid),0.64,0
Dinner Gala,Georgette,White,Bold,Outdoor (Humid),0.77,1
Dinner Gala,Silk,Navy Blue,Professional,Indoor (AC),0.75,1
Dinner Gala,Georgette,Navy Blue,Bold,Outdoor (Humid),0.84,1
Gym/Workout,Cotton,Black,Bold,Indoor (AC),0.44,0
Dinner Gala,Viscose,Maroon,Bold,Indoor (AC),0.38,0
Temple Visit,Linen,Maroon,Minimalist,Outdoor (Humid),0.77,1
Traditional Wedding,Cotton,Black,Bold,Outdoor (Humid),0.77,1
Traditional Wedding,Linen,White,Minimalist,Indoor (AC),0.19,0
Pola/Market,Polyester,Maroon,Professional,Outdoor (Humid),0.21,0
Corporate Meeting,Silk,Black,Bold,Indoor (AC),0.69,0
Traditional Wedding,Georgette,Earth Tone,Professional,Outdoor (Humid),0.9,1
Gym/Workout,Viscose,Black,Professional,Indoor (AC),0.47,0
Corporate Meeting,Georgette,Black,Professional,Indoor (AC),0.57,0
Beach Party,Linen,Maroon,Bold,Outdoor (Humid),0.8,1
Dinner Gala,Georgette,White,Professional,Indoor (AC),0.8,1
Pola/Market,Cotton,Navy Blue,Bold,Outdoor (Humid),0.61,0
Beach Party,Viscose,Emerald Green,Minimalist,Indoor (AC),0.12,0
Traditional Wedding,Silk,Black,Professional,Indoor (AC),0.95,1
Pola/Market,Linen,Navy Blue,Bold,Outdoor (Humid),0.52,0
Corporate Meeting,Silk,Black,Professional,Indoor (AC),0.86,1
Dinner Gala,Silk,Navy Blue,Bold,Indoor (AC),0.94,1
Beach Party,Georgette,Black,Bold,Outdoor (Humid),0.31,0
Pola/Market,Linen,White,Minimalist,Indoor (AC),0.44,0
Traditional Wedding,Cotton,Navy Blue,Minimalist,Indoor (AC),0.34,0
Traditional Wedding,Polyester,Navy Blue,Bold,Indoor (AC),0.48,0
Corporate Meeting,Viscose,Earth Tone,Professional,Outdoor (Humid),0.68,0
Gym/Workout,Georgette,Earth Tone,Bold,Indoor (AC),0.21,0
Beach Party,Viscose,Maroon,Bold,Indoor (AC),0.24,0
Corporate Meeting,Silk,Emerald Green,Minimalist,Outdoor (Humid),0.38,0
Dinner Gala,Viscose,Navy Blue,Professional,Indoor (AC),0.12,0
Dinner Gala,Polyester,Navy Blue,Minimalist,Indoor (AC),0.34,0
Corporate Meeting,Cotton,Earth Tone,Minimalist,Outdoor (Humid),0.87,1
Corporate Meeting,Polyester,White,Bold,Outdoor (Humid),0.15,0
Dinner Gala,Linen,Maroon,Professional,Indoor (AC),0.22,0
Beach Party,Cotton,Navy Blue,Bold,Outdoor (Humid),0.68,0
Gym/Workout,Georgette,Earth Tone,Bold,Outdoor (Humid),0.2,0
Beach Party,Polyester,Emerald Green,Professional,Outdoor (Humid),0.43,0
Pola/Market,Silk,Navy Blue,Bold,Indoor (AC),0.55,0
Temple Visit,Georgette,Black,Bold,Indoor (AC),0.31,0
Temple Visit,Silk,White,Professional,Indoor (AC),0.64,0
Traditional Wedding,Georgette,Navy Blue,Professional,Indoor (AC),0.51,0
Traditional Wedding,Georgette,Emerald Green,Bold,Outdoor (Humid),0.58,0
Gym/Workout,Viscose,Navy Blue,Minimalist,Indoor (AC),0.11,0
Gym/Workout,Polyester,Maroon,Minimalist,Outdoor (Humid),0.49,0
Corporate Meeting,Silk,Maroon,Minimalist,Indoor (AC),0.59,0
Gym/Workout,Linen,Maroon,Minimalist,Outdoor (Humid),0.9,1
Pola/Market,Polyester,Black,Professional,Outdoor (Humid),0.22,0
Dinner Gala,Cotton,Emerald Green,Bold,Indoor (AC),0.12,0
Gym/Workout,Cotton,White,Bold,Outdoor (Humid),0.89,1
Pola/Market,Cotton,Earth Tone,Bold,Outdoor (Humid),0.78,1
Beach Party,Viscose,Earth Tone,Minimalist,Outdoor (Humid),0.14,0
Beach Party,Georgette,Black,Bold,Indoor (AC),0.33,0
Beach Party,Polyester,White,Bold,Indoor (AC),0.23,0
Corporate Meeting,Polyester,Emerald Green,Minimalist,Indoor (AC),0.49,0
Gym/Workout,Linen,Maroon,Bold,Indoor (AC),0.48,0
Dinner Gala,Silk,Navy Blue,Professional,Outdoor (Humid),0.62,0
Gym/Workout,Georgette,Black,Professional,Indoor (AC),0.13,0
Beach Party,Silk,Emerald Green,Professional,Indoor (AC),0.5,0
Traditional Wedding,Silk,Maroon,Minimalist,Indoor (AC),0.86,1
Traditional Wedding,Silk,Maroon,Professional,Indoor (AC),1.0,1
Pola/Market,Georgette,White,Minimalist,Indoor (AC),0.22,0
Gym/Workout,Silk,Black,Professional,Outdoor (Humid),0.2,0
Pola/Market,Cotton,Emerald Green,Bold,Indoor (AC),0.4,0
Pola/Market,Linen,Earth Tone,Minimalist,Outdoor (Humid),0.65,0
Gym/Workout,Viscose,White,Minimalist,Indoor (AC),0.19,0
Gym/Workout,Georgette,Emerald Green,Minimalist,Indoor (AC),0.28,0
Temple Visit,Linen,Maroon,Bold,Indoor (AC),0.23,0
Pola/Market,Linen,Earth Tone,Bold,Outdoor (Humid),0.78,1
Pola/Market,Cotton,Emerald Green,Minimalist,Indoor (AC),0.14,0
Temple Visit,Viscose,Earth Tone,Bold,Indoor (AC),0.12,0
Corporate Meeting,Silk,Emerald Green,Bold,Indoor (AC),0.38,0
Beach Party,Linen,Maroon,Professional,Indoor (AC),0.35,0
Temple Visit,Viscose,Earth Tone,Bold,Indoor (AC),0.31,0
Dinner Gala,Cotton,Emerald Green,Bold,Outdoor (Humid),0.71,0
Dinner Gala,Georgette,Black,Bold,Outdoor (Humid),0.77,1
Temple Visit,Linen,White,Minimalist,Outdoor (Humid),0.88,1
Pola/Market,Linen,White,Bold,Indoor (AC),0.44,0
Pola/Market,Linen,Maroon,Professional,Indoor (AC),0.32,0
Dinner Gala,Viscose,Emerald Green,Minimalist,Indoor (AC),0.36,0
Traditional Wedding,Silk,Navy Blue,Bold,Outdoor (Humid),0.75,1
Temple Visit,Cotton,Emerald Green,Minimalist,Outdoor (Humid),0.53,0
Temple Visit,Georgette,Black,Professional,Outdoor (Humid),0.49,0
Temple Visit,Linen,Emerald Green,Bold,Indoor (AC),0.43,0
Gym/Workout,Linen,Emerald Green,Bold,Indoor (AC),0.44,0
Pola/Market,Silk,Emerald Green,Professional,Indoor (AC),0.43,0
Corporate Meeting,Georgette,Earth Tone,Minimalist,Outdoor (Humid),0.22,0
Temple Visit,Linen,Navy Blue,Bold,Indoor (AC),0.42,0
Gym/Workout,Polyester,Earth Tone,Bold,Outdoor (Humid),0.27,0
Beach Party,Cotton,Earth Tone,Professional,Outdoor (Humid),0.86,1
Beach Party,Silk,Emerald Green,Bold,Indoor (AC),0.7,0
Temple Visit,Georgette,Emerald Green,Professional,Outdoor (Humid),0.43,0
Gym/Workout,Georgette,Emerald Green,Minimalist,Indoor (AC),0.39,0
Dinner Gala,Cotton,Emerald Green,Minimalist,Outdoor (Humid),0.76,1
Temple Visit,Silk,Black,Professional,Outdoor (Humid),0.18,0
Temple Visit,Polyester,White,Minimalist,Outdoor (Humid),0.23,0
Dinner Gala,Linen,Black,Minimalist,Indoor (AC),0.28,0
Gym/Workout,Polyester,Black,Minimalist,Outdoor (Humid),0.36,0
Corporate Meeting,Georgette,Navy Blue,Bold,Indoor (AC),0.19,0
Corporate Meeting,Cotton,Emerald Green,Bold,Indoor (AC),0.43,0
Dinner Gala,Polyester,White,Bold,Indoor (AC),0.48,0
Traditional Wedding,Silk,Navy Blue,Minimalist,Outdoor (Humid),0.52,0
Pola/Market,Cotton,White,Professional,Indoor (AC),0.19,0
Pola/Market,Viscose,Navy Blue,Professional,Indoor (AC),0.11,0
Traditional Wedding,Polyester,Earth Tone,Bold,Outdoor (Humid),0.38,0
Pola/Market,Linen,Maroon,Minimalist,Outdoor (Humid),0.73,0
Beach Party,Polyester,White,Professional,Indoor (AC),0.35,0
Temple Visit,Viscose,White,Professional,Indoor (AC),0.27,0
Dinner Gala,Polyester,Navy Blue,Bold,Indoor (AC),0.17,0
Beach Party,Cotton,Maroon,Bold,Outdoor (Humid),0.6,0
Gym/Workout,Viscose,White,Minimalist,Outdoor (Humid),0.17,0
Gym/Workout,Linen,Navy Blue,Bold,Indoor (AC),0.46,0
Traditional Wedding,Georgette,Earth Tone,Minimalist,Indoor (AC),0.82,1
Beach Party,Georgette,White,Minimalist,Indoor (AC),0.5,0
Dinner Gala,Cotton,Black,Professional,Outdoor (Humid),0.7,0
Beach Party,Silk,Black,Bold,Outdoor (Humid),0.17,0
Beach Party,Linen,White,Bold,Indoor (AC),0.14,0
Temple Visit,Viscose,White,Bold,Outdoor (Humid),0.29,0
Gym/Workout,Linen,White,Bold,Outdoor (Humid),0.58,0
Dinner Gala,Cotton,Navy Blue,Professional,Indoor (AC),0.43,0
Pola/Market,Viscose,Maroon,Minimalist,Indoor (AC),0.43,0
Temple Visit,Linen,Emerald Green,Professional,Indoor (AC),0.37,0
Gym/Workout,Polyester,Navy Blue,Bold,Outdoor (Humid),0.41,0
Traditional Wedding,Silk,Black,Professional,Indoor (AC),0.83,1
Temple Visit,Cotton,Black,Bold,Outdoor (Humid),0.59,0
Traditional Wedding,Cotton,Earth Tone,Bold,Indoor (AC),0.33,0
Temple Visit,Georgette,Emerald Green,Professional,Indoor (AC),0.31,0
Beach Party,Polyester,Earth Tone,Bold,Outdoor (Humid),0.37,0
Dinner Gala,Cotton,Emerald Green,Minimalist,Indoor (AC),0.39,0
Traditional Wedding,Linen,Earth Tone,Professional,Outdoor (Humid),0.64,0
Dinner Gala,Georgette,Maroon,Professional,Outdoor (Humid),0.72,0
Pola/Market,Silk,Earth Tone,Professional,Outdoor (Humid),0.13,0
Traditional Wedding,Polyester,Emerald Green,Bold,Outdoor (Humid),0.34,0
Dinner Gala,Cotton,White,Minimalist,Indoor (AC),0.46,0
Beach Party,Silk,Black,Bold,Indoor (AC),0.66,0
Temple Visit,Georgette,Earth Tone,Minimalist,Outdoor (Humid),0.25,0
Temple Visit,Linen,Emerald Green,Minimalist,Indoor (AC),0.36,0
Pola/Market,Cotton,Earth Tone,Professional,Outdoor (Humid),0.57,0
Pola/Market,Polyester,Maroon,Professional,Outdoor (Humid),0.5,0
Beach Party,Silk,Maroon,Bold,Indoor (AC),0.62,0
Pola/Market,Polyester,Black,Bold,Indoor (AC),0.32,0
Beach Party,Georgette,Navy Blue,Bold,Indoor (AC),0.24,0
Beach Party,Georgette,Emerald Green,Minimalist,Indoor (AC),0.41,0
Temple Visit,Georgette,Earth Tone,Bold,Outdoor (Humid),0.25,0
Pola/Market,Silk,Emerald Green,Professional,Outdoor (Humid),0.35,0
Beach Party,Georgette,Emerald Green,Bold,Indoor (AC),0.26,0
Temple Visit,Georgette,Black,Minimalist,Outdoor (Humid),0.32,0
Dinner Gala,Polyester,White,Minimalist,Indoor (AC),0.12,0
Beach Party,Linen,Black,Professional,Outdoor (Humid),0.9,1
Gym/Workout,Polyester,White,Bold,Outdoor (Humid),0.35,0
Traditional Wedding,Linen,Emerald Green,Minimalist,Indoor (AC),0.24,0
Beach Party,Silk,Navy Blue,Minimalist,Indoor (AC),0.63,0
Dinner Gala,Cotton,Black,Bold,Outdoor (Humid),0.65,0
Corporate Meeting,Georgette,White,Minimalist,Indoor (AC),0.21,0
Temple Visit,Viscose,Emerald Green,Bold,Outdoor (Humid),0.27,0
Beach Party,Viscose,Navy Blue,Professional,Outdoor (Humid),0.43,0
Temple Visit,Polyester,Navy Blue,Bold,Indoor (AC),0.24,0
Gym/Workout,Georgette,Maroon,Bold,Outdoor (Humid),0.39,0
Dinner Gala,Polyester,Black,Minimalist,Outdoor (Humid),0.5,0
Gym/Workout,Linen,Earth Tone,Bold,Indoor (AC),0.16,0
Beach Party,Georgette,Emerald Green,Professional,Outdoor (Humid),0.24,0
Gym/Workout,Georgette,Black,Professional,Outdoor (Humid),0.16,0
Corporate Meeting,Silk,Emerald Green,Bold,Indoor (AC),0.36,0
Pola/Market,Cotton,Emerald Green,Minimalist,Indoor (AC),0.33,0
Temple Visit,Linen,Maroon,Bold,Outdoor (Humid),0.69,0
Corporate Meeting,Cotton,Navy Blue,Minimalist,Outdoor (Humid),0.54,0
Temple Visit,Silk,White,Minimalist,Indoor (AC),0.41,0
Temple Visit,Georgette,Maroon,Minimalist,Outdoor (Humid),0.22,0
Temple Visit,Polyester,White,Minimalist,Outdoor (Humid),0.13,0
Temple Visit,Silk,White,Minimalist,Outdoor (Humid),0.5,0
Dinner Gala,Linen,Earth Tone,Minimalist,Outdoor (Humid),0.59,0
Pola/Market,Silk,Black,Bold,Outdoor (Humid),0.18,0
Dinner Gala,Viscose,Emerald Green,Minimalist,Indoor (AC),0.2,0
Pola/Market,Cotton,Navy Blue,Professional,Indoor (AC),0.39,0
Gym/Workout,Cotton,Earth Tone,Minimalist,Indoor (AC),0.14,0
Traditional Wedding,Georgette,Maroon,Bold,Outdoor (Humid),0.58,0
Pola/Market,Viscose,White,Professional,Indoor (AC),0.2,0
Beach Party,Linen,White,Professional,Indoor (AC),0.13,0
Gym/Workout,Viscose,White,Bold,Indoor (AC),0.22,0
Dinner Gala,Cotton,White,Minimalist,Indoor (AC),0.37,0
Dinner Gala,Silk,Maroon,Professional,Outdoor (Humid),0.6,0
Traditional Wedding,Georgette,White,Bold,Outdoor (Humid),0.58,0
Traditional Wedding,Silk,Maroon,Minimalist,Outdoor (Humid),0.52,0
Corporate Meeting,Viscose,White,Bold,Indoor (AC),0.42,0
Gym/Workout,Viscose,Maroon,Professional,Indoor (AC),0.22,0
Beach Party,Georgette,Earth Tone,Bold,Indoor (AC),0.15,0
Traditional Wedding,Linen,White,Bold,Outdoor (Humid),0.68,0
Beach Party,Viscose,Navy Blue,Minimalist,Outdoor (Humid),0.13,0
Dinner Gala,Polyester,Navy Blue,Minimalist,Indoor (AC),0.26,0
Traditional Wedding,Polyester,Black,Professional,Outdoor (Humid),0.35,0
Beach Party,Cotton,White,Professional,Outdoor (Humid),0.75,1
Pola/Market,Polyester,Navy Blue,Bold,Outdoor (Humid),0.27,0
Temple Visit,Linen,Navy Blue,Minimalist,Outdoor (Humid),0.78,1
Gym/Workout,Polyester,Black,Minimalist,Indoor (AC),0.22,0
Corporate Meeting,Cotton,Black,Professional,Outdoor (Humid),0.88,1
Pola/Market,Viscose,White,Professional,Indoor (AC),0.14,0
Pola/Market,Silk,Black,Minimalist,Indoor (AC),0.31,0
Temple Visit,Cotton,Navy Blue,Minimalist,Outdoor (Humid),0.78,1
Gym/Workout,Silk,Emerald Green,Professional,Outdoor (Humid),0.34,0
Pola/Market,Silk,White,Bold,Indoor (AC),0.37,0
Traditional Wedding,Cotton,White,Minimalist,Indoor (AC),0.44,0
Traditional Wedding,Georgette,Earth Tone,Professional,Outdoor (Humid),0.83,1
Dinner Gala,Silk,Navy Blue,Professional,Indoor (AC),0.95,1
Corporate Meeting,Cotton,Maroon,Minimalist,Outdoor (Humid),0.75,1
Corporate Meeting,Georgette,Earth Tone,Minimalist,Indoor (AC),0.38,0
Traditional Wedding,Linen,Navy Blue,Minimalist,Outdoor (Humid),0.7,0
Gym/Workout,Linen,Navy Blue,Minimalist,Indoor (AC),0.18,0
Temple Visit,Polyester,Earth Tone,Bold,Indoor (AC),0.23,0
Beach Party,Linen,Black,Bold,Outdoor (Humid),0.85,1
Gym/Workout,Georgette,Maroon,Professional,Indoor (AC),0.45,0
Temple Visit,Georgette,Emerald Green,Professional,Outdoor (Humid),0.49,0
Pola/Market,Silk,Earth Tone,Bold,Indoor (AC),0.6,0
Pola/Market,Georgette,Earth Tone,Professional,Outdoor (Humid),0.32,0
Beach Party,Polyester,Maroon,Minimalist,Outdoor (Humid),0.27,0
Beach Party,Polyester,White,Professional,Indoor (AC),0.11,0
Dinner Gala,Silk,Black,Minimalist,Outdoor (Humid),0.84,1
Dinner Gala,Linen,Earth Tone,Minimalist,Indoor (AC),0.43,0
Dinner Gala,Georgette,Emerald Green,Bold,Indoor (AC),0.56,0
Temple Visit,Viscose,White,Bold,Outdoor (Humid),0.48,0
Beach Party,Linen,Maroon,Bold,Indoor (AC),0.26,0
Dinner Gala,Georgette,Black,Professional,Outdoor (Humid),0.56,0
Pola/Market,Georgette,Black,Bold,Indoor (AC),0.1,0
Beach Party,Linen,Maroon,Professional,Indoor (AC),0.49,0
Gym/Workout,Viscose,Emerald Green,Professional,Outdoor (Humid),0.33,0
Gym/Workout,Silk,Navy Blue,Bold,Outdoor (Humid),0.31,0
Beach Party,Cotton,White,Bold,Indoor (AC),0.28,0
Beach Party,Silk,Emerald Green,Professional,Outdoor (Humid),0.37,0
Pola/Market,Cotton,Emerald Green,Professional,Indoor (AC),0.45,0
Pola/Market,Georgette,Maroon,Professional,Indoor (AC),0.42,0
Temple Visit,Viscose,Navy Blue,Professional,Indoor (AC),0.25,0
Beach Party,Silk,Navy Blue,Minimalist,Outdoor (Humid),0.18,0
Dinner Gala,Polyester,Emerald Green,Bold,Indoor (AC),0.41,0
Traditional Wedding,Linen,White,Professional,Outdoor (Humid),0.86,1
Gym/Workout,Viscose,Black,Minimalist,Outdoor (Humid),0.4,0
Gym/Workout,Georgette,Maroon,Professional,Indoor (AC),0.19,0
Pola/Market,Silk,White,Professional,Outdoor (Humid),0.15,0
Gym/Workout,Cotton,Maroon,Professional,Outdoor (Humid),0.73,0
Gym/Workout,Silk,Maroon,Bold,Indoor (AC),0.42,0
Traditional Wedding,Viscose,Maroon,Minimalist,Indoor (AC),0.26,0
Temple Visit,Viscose,Earth Tone,Bold,Outdoor (Humid),0.22,0
Beach Party,Silk,Maroon,Professional,Outdoor (Humid),0.29,0
Traditional Wedding,Viscose,Earth Tone,Minimalist,Indoor (AC),0.27,0
Beach Party,Cotton,White,Professional,Outdoor (Humid),0.82,1
Gym/Workout,Cotton,White,Minimalist,Outdoor (Humid),0.53,0
Temple Visit,Linen,Earth Tone,Bold,Indoor (AC),0.31,0
Temple Visit,Cotton,Navy Blue,Professional,Indoor (AC),0.17,0
Gym/Workout,Cotton,Navy Blue,Bold,Outdoor (Humid),0.89,1
Traditional Wedding,Polyester,White,Professional,Outdoor (Humid),0.15,0
Dinner Gala,Polyester,White,Bold,Outdoor (Humid),0.19,0
Pola/Market,Polyester,Maroon,Minimalist,Indoor (AC),0.46,0
Corporate Meeting,Viscose,Navy Blue,Minimalist,Outdoor (Humid),0.39,0
Beach Party,Georgette,Emerald Green,Bold,Outdoor (Humid),0.12,0
Gym/Workout,Georgette,Black,Bold,Outdoor (Humid),0.46,0
Traditional Wedding,Polyester,Black,Professional,Outdoor (Humid),0.19,0
Pola/Market,Polyester,White,Minimalist,Outdoor (Humid),0.29,0
Gym/Workout,Cotton,Emerald Green,Minimalist,Outdoor (Humid),0.57,0
Pola/Market,Polyester,White,Professional,Outdoor (Humid),0.41,0
Temple Visit,Linen,Black,Professional,Indoor (AC),0.24,0
Gym/Workout,Linen,Black,Professional,Outdoor (Humid),0.67,0
Traditional Wedding,Polyester,Emerald Green,Bold,Outdoor (Humid),0.11,0
Corporate Meeting,Georgette,White,Minimalist,Indoor (AC),0.22,0
Corporate Meeting,Linen,Emerald Green,Minimalist,Indoor (AC),0.26,0
Temple Visit,Linen,White,Minimalist,Indoor (AC),0.21,0
Temple Visit,Linen,Earth Tone,Professional,Outdoor (Humid),0.88,1
Pola/Market,Cotton,Navy Blue,Minimalist,Indoor (AC),0.27,0
Gym/Workout,Cotton,Maroon,Bold,Indoor (AC),0.3,0
Beach Party,Linen,White,Bold,Outdoor (Humid),0.61,0
Dinner Gala,Silk,Emerald Green,Bold,Outdoor (Humid),0.61,0
Traditional Wedding,Linen,Maroon,Bold,Indoor (AC),0.36,0
Beach Party,Linen,Navy Blue,Minimalist,Outdoor (Humid),0.74,0
Traditional Wedding,Cotton,Earth Tone,Bold,Indoor (AC),0.27,0
Temple Visit,Polyester,Emerald Green,Professional,Indoor (AC),0.16,0
Corporate Meeting,Silk,Black,Bold,Indoor (AC),0.55,0
Pola/Market,Georgette,Emerald Green,Professional,Outdoor (Humid),0.43,0
Beach Party,Georgette,Navy Blue,Bold,Indoor (AC),0.17,0
Corporate Meeting,Polyester,White,Bold,Outdoor (Humid),0.3,0
Temple Visit,Linen,Earth Tone,Minimalist,Indoor (AC),0.11,0
Corporate Meeting,Silk,Earth Tone,Bold,Outdoor (Humid),0.41,0
Corporate Meeting,Cotton,Navy Blue,Professional,Indoor (AC),0.57,0
Dinner Gala,Cotton,Emerald Green,Minimalist,Outdoor (Humid),0.73,0
Temple Visit,Viscose,Maroon,Professional,Outdoor (Humid),0.34,0
Temple Visit,Silk,Black,Professional,Outdoor (Humid),0.13,0
Gym/Workout,Cotton,Earth Tone,Professional,Indoor (AC),0.15,0
Beach Party,Silk,Maroon,Professional,Outdoor (Humid),0.38,0
Dinner Gala,Cotton,Navy Blue,Professional,Outdoor (Humid),0.83,1
Traditional Wedding,Georgette,Maroon,Bold,Indoor (AC),0.7,0
Pola/Market,Silk,Emerald Green,Bold,Indoor (AC),0.52,0
Pola/Market,Linen,Earth Tone,Professional,Outdoor (Humid),0.77,1
Traditional Wedding,Cotton,Earth Tone,Professional,Outdoor (Humid),0.88,1
Traditional Wedding,Polyester,Black,Minimalist,Outdoor (Humid),0.27,0
Dinner Gala,Cotton,White,Bold,Outdoor (Humid),0.85,1
